Token;Tag
a;I_Ref. Legislativa
:;I_Ref. Legislativa
“quando;O
a;O
decisão;O
for;O
contra;O
literal;O
disposição;O
de;O
tratado;O
ou;O
lei;O
federal;O
,;O
sobre;O
cuja;O
aplicação;O
se;O
haja;O
questionado”;O
.;O
"
";O
"
";O
Essas;O
Constituições;O
eram;O
mais;O
explícitas;O
a;O
respeito;O
do;O
âmbito;O
do;O
recurso;O
extraordinário;O
.;O
Limita;O
-;O
se;O
este;O
às;O
questões;O
apreciadas;O
na;O
decisão;O
recorrida;O
.;O
Se;O
foi;O
omissa;O
em;O
relação;O
a;O
determinado;O
ponto;O
,;O
a;O
parte;O
deve;O
opor;O
embargos;O
declaratórios;O
.;O
Caso;O
não;O
o;O
faça;O
,;O
não;O
poderá;O
invocar;O
essa;O
questão;O
não;O
apreciada;O
na;O
decisão;O
recorrida;O
(;O
RTJ;B_Precedente
"56/70;";I_Precedente
v;O
.;O
Súmula;B_Precedente
356;I_Precedente
do;I_Precedente
STF;I_Precedente
e;I_Precedente
Súmula;I_Precedente
211;I_Precedente
do;I_Precedente
"STJ;";I_Precedente
Nelson;B_Doutrinador
Luiz;I_Doutrinador
Pinto;I_Doutrinador
,;I_Doutrinador
Manual;I_Doutrinador
dos;I_Doutrinador
Recursos;I_Doutrinador
Cíveis;I_Doutrinador
,;I_Doutrinador
Malheiros;I_Doutrinador
Editores;I_Doutrinador
,;I_Doutrinador
1999;I_Doutrinador
,;I_Doutrinador
p;I_Doutrinador
.;I_Doutrinador
"234;";I_Doutrinador
Carlos;B_Doutrinador
Mário;I_Doutrinador
Velloso;I_Doutrinador
,;I_Doutrinador
Temas;I_Doutrinador
de;I_Doutrinador
Direito;I_Doutrinador
Público;I_Doutrinador
,;I_Doutrinador
p;I_Doutrinador
.;I_Doutrinador
236;I_Doutrinador
);I_Doutrinador
.;O
”;O
"
";O
"
";O
“Os;O
embargos;O
declaratórios;O
visam;O
a;O
pedir;O
ao;O
juiz;O
ou;O
juízes;O
prolatores;O
da;O
decisão;O
que;O
espanquem;O
dúvidas;O
,;O
supram;O
omissões;O
ou;O
eliminem;O
contradições;O
.;O
Se;O
esse;O
possível;O
ponto;O
omisso;O
não;O
foi;O
aventado;O
,;O
nada;O
há;O
que;O
se;O
alegar;O
posteriormente;O
no;O
recurso;O
extraordinário;O
.;O
Falta;O
o;O
prequestionamento;O
da;O
matéria;O
.;O
"
";O
"
";O
A;O
parte;O
não;O
considerou;O
a;O
existência;O
de;O
omissão;O
,;O
por;O
isso;O
não;O
opôs;O
os;O
embargos;O
declaratórios;O
no;O
devido;O
tempo;O
,;O
por;O
não;O
existir;O
matéria;O
a;O
discutir;O
no;O
recurso;O
extraordinário;O
sobre;O
essa;O
questão;O
(;O
RE;B_Precedente
77.128;I_Precedente
,;I_Precedente
RTJ;B_Precedente
"79/162;";I_Precedente
v;O
.;O
Súmula;B_Precedente
282;I_Precedente
);I_Precedente
.;O
"
";O
"
";O
O;O
STF;O
interpretou;O
o;O
teor;O
da;O
Súmula;O
no;O
sentido;O
da;O
desnecessidade;O
de;O
nova;O
provocação;O
,;O
se;O
a;O
parte;O
opôs;O
os;O
embargos;O
,;O
e;O
o;O
tribunal;O
se;O
recusou;O
a;O
suprir;O
a;O
omissão;O
(;O
RE;B_Precedente
176.626;I_Precedente
,;I_Precedente
RTJ;B_Precedente
"168/305;";I_Precedente
v;O
.;O
Súmula;B_Precedente
211;I_Precedente
do;I_Precedente
STJ;I_Precedente
);I_Precedente
.;O
”;O
(;O
ROSAS;B_Doutrinador
,;I_Doutrinador
Roberto;I_Doutrinador
,;I_Doutrinador
in;I_Doutrinador
Direito;I_Doutrinador
Sumular;I_Doutrinador
,;I_Doutrinador
Malheiros;I_Doutrinador
);I_Doutrinador
.;O
"
";O
"
";O
Ainda;O
nesse;O
sentido;O
:;O
"
";O
"
";O
“Recurso;O
extraordinário;O
:;O
prequestionamento;O
explícito;O
:;O
exigibilidade;O
.;O
O;O
requisito;O
do;O
prequestionamento;O
assenta;O
no;O
fato;O
de;O
não;O
ser;O
aplicável;O
à;O
fase;O
de;O
conhecimento;O
do;O
recurso;O
extraordinário;O
o;O
princípio;O
jura;O
novit;O
curia;O
:;O
instrumento;O
de;O
revisão;O
in;O
jure;O
das;O
decisões;O
proferidas;O
em;O
única;O
ou;O
última;O
instância;O
,;O
o;O
RE;O
não;O
investe;O
o;O
Supremo;O
de;O
competência;O
para;O
vasculhar;O
o;O
acórdão;O
recorrido;O
,;O
à;O
procura;O
de;O
uma;O
norma;O
que;O
poderia;O
ser;O
pertinente;O
ao;O
caso;O
,;O
mas;O
da;O
qual;O
não;O
se;O
cogitou;O
.;O
Daí;O
a;O
necessidade;O
de;O
pronunciamento;O
explícito;O
do;O
Tribunal;O
a;O
quo;O
sobre;O
a;O
questão;O
suscitada;O
no;O
recurso;O
extraordinário;O
:;O
Sendo;O
o;O
prequestionamento;O
,;O
por;O
definição;O
,;O
necessariamente;O
explícito;O
,;O
o;O
chamado;O
prequestionamento;O
implícito;O
não;O
é;O
mais;O
do;O
que;O
uma;O
simples;O
e;O
inconcebível;O
contradição;O
em;O
termos”;O
.;O
(;O
AI;B_Precedente
253.566;I_Precedente
-;I_Precedente
AgR;I_Precedente
,;I_Precedente
rel;I_Precedente
.;I_Precedente
Min;I_Precedente
.;I_Precedente
Sepúlveda;I_Precedente
Pertence;I_Precedente
,;I_Precedente
DJ;I_Precedente
03/03/00;I_Precedente
);I_Precedente
.;O
"
";O
"
";O
A;O
violação;O
constitucional;O
dependente;O
da;O
análise;O
de;O
malferimento;O
de;O
dispositivo;O
infraconstitucional;O
encerra;O
violação;O
reflexa;O
e;O
oblíqua;O
,;O
tornando;O
inadmissível;O
o;O
recurso;O
extraordinário;O
.;O
Nesse;O
sentido;O
:;O
RE;B_Precedente
596.682;I_Precedente
Rel;I_Precedente
.;I_Precedente
Min;I_Precedente
.;I_Precedente
Carlos;I_Precedente
Britto;I_Precedente
,;I_Precedente
Dje;I_Precedente
de;I_Precedente
21/10/10;I_Precedente
,;I_Precedente
e;O
AI;B_Precedente
808.361;I_Precedente
,;I_Precedente
Rel;I_Precedente
.;I_Precedente
Min;I_Precedente
.;I_Precedente
Marco;I_Precedente
Aurélio;I_Precedente
,;I_Precedente
Dje;I_Precedente
de;I_Precedente
08/09/10;I_Precedente
,;I_Precedente
entre;O
outros;O
.;O
"
";O
"
";O
Demais;O
disso;O
,;O
não;O
se;O
revela;O
cognoscível;O
,;O
em;O
sede;O
de;O
Recurso;O
Extraordinário;O
,;O
a;O
insurgência;O
que;O
tem;O
como;O
escopo;O
o;O
incursionamento;O
no;O
contexto;O
fático;O
-;O
probatório;O
engendrado;O
nos;O
autos;O
,;O
porquanto;O
referida;O
pretensão;O
não;O
se;O
amolda;O
à;O
estreita;O
via;O
do;O
apelo;O
extremo;O
,;O
cujo;O
conteúdo;O
restringe;O
-;O
se;O
a;O
fundamentação;O
vinculada;O
de;O
discussão;O
eminentemente;O
de;O
direito;O
e;O
,;O
portanto;O
,;O
não;O
servil;O
ao;O
exame;O
de;O
questões;O
que;O
demandam;O
o;O
revolvimento;O
do;O
arcabouço;O
fático;O
-;O
probatório;O
dos;O
autos;O
,;O
face;O
ao;O
óbice;O
erigido;O
pela;O
Súmula;B_Precedente
279;I_Precedente
/;I_Precedente
STF;I_Precedente
de;O
seguinte;O
teor;O
,;O
verbis;O
,;O
“Para;O
simples;O
reexame;O
de;O
prova;O
não;O
cabe;O
recurso;O
extraordinário”;O
.;O
"
";O
"
";O
Sob;O
esse;O
enfoque;O
,;O
ressoa;O
inequívoca;O
a;O
vocação;O
para;O
o;O
insucesso;O
do;O
apelo;O
extremo;O
,;O
por;O
força;O
do;O
óbice;O
intransponível;O
do;O
verbete;O
sumular;O
supra;O
,;O
que;O
veda;O
a;O
esta;O
Suprema;O
Corte;O
,;O
em;O
sede;O
de;O
recurso;O
extraordinário;O
,;O
sindicar;O
matéria;O
fática;O
.;O
"
";O
"
";O
Por;O
oportuno;O
,;O
vale;O
destacar;O
preciosa;O
lição;O
de;O
Roberto;O
Rosas;O
acerca;O
da;O
Súmula;B_Precedente
n;I_Precedente
.;I_Precedente
279;I_Precedente
/;I_Precedente
STF;I_Precedente
,;I_Precedente
qual;O
seja;O
:;O
"
";O
"
";O
“Chiovenda;O
nos;O
dá;O
os;O
limites;O
da;O
distinção;O
entre;O
questão;O
de;O
fato;O
e;O
questão;O
de;O
direito;O
.;O
A;O
questão;O
de;O
fato;O
consiste;O
em;O
verificar;O
se;O
existem;O
as;O
circunstâncias;O
com;O
base;O
nas;O
quais;O
deve;O
o;O
juiz;O
,;O
de;O
acordo;O
com;O
a;O
lei;O
,;O
considerar;O
existentes;O
determinados;O
fatos;O
concretos;O
.;O
A;O
questão;O
de;O
direito;O
consiste;O
na;O
focalização;O
,;O
primeiro;O
,;O
se;O
a;O
norma;O
,;O
a;O
que;O
o;O
autor;O
se;O
refere;O
,;O
existe;O
,;O
como;O
norma;O
abstrata;O
(;O
Instituições;B_Doutrinador
de;I_Doutrinador
Direito;I_Doutrinador
Processual;I_Doutrinador
,;I_Doutrinador
2a;I_Doutrinador
ed;I_Doutrinador
.;I_Doutrinador
,;I_Doutrinador
v;I_Doutrinador
.;I_Doutrinador
I/175;I_Doutrinador
);I_Doutrinador
.;O
"
";O
"
";O
Não;O
é;O
estranha;O
a;O
qualificação;O
jurídica;O
dos;O
fatos;O
dados;O
como;O
provados;O
(;O
RT;I_Precedente
275/884;I_Precedente
e;I_Precedente
226/583;I_Precedente
);I_Precedente
.;O
Já;O
se;O
refere;O
a;O
matéria;O
de;O
fato;O
quando;O
a;O
decisão;O
assenta;O
no;O
processo;O
de;O
livre;O
convencimento;O
do;O
julgador;O
(;O
RE;B_Precedente
64.051;I_Precedente
,;I_Precedente
Rel;I_Precedente
.;I_Precedente
Min;I_Precedente
.;I_Precedente
Djaci;I_Precedente
Falcão;I_Precedente
,;I_Precedente
RTJ;I_Precedente
47/276;I_Precedente
);I_Precedente
";";O
não;O
cabe;O
o;O
recurso;O
extraordinário;O
quando;O
o;O
acórdão;O
recorrido;O
deu;O
determinada;O
qualificação;O
jurídica;O
a;O
fatos;O
delituosos;O
e;O
se;O
pretende;O
atribuir;O
aos;O
mesmos;O
fatos;O
outra;O
configuração;O
,;O
quando;O
essa;O
pretensão;O
exige;O
reexame;O
de;O
provas;O
(;O
ERE;B_Precedente
58.714;I_Precedente
,;I_Precedente
Relator;I_Precedente
para;I_Precedente
o;I_Precedente
acórdão;I_Precedente
o;I_Precedente
Min;I_Precedente
.;I_Precedente
Amaral;I_Precedente
Santos;I_Precedente
,;I_Precedente
RTJ;I_Precedente
46/821;I_Precedente
);I_Precedente
.;O
No;O
processo;O
penal;O
,;O
a;O
verificação;O
entre;O
a;O
qualificação;O
de;O
motivo;O
fútil;O
ou;O
estado;O
de;O
embriaguez;O
para;O
a;O
apenação;O
importa;O
matéria;O
de;O
fato;O
,;O
insuscetível;O
de;O
reexame;O
no;O
recurso;O
extraordinário;O
(;O
RE;B_Precedente
63.226;I_Precedente
,;I_Precedente
Rel;I_Precedente
.;I_Precedente
Min;I_Precedente
.;I_Precedente
Eloy;I_Precedente
da;I_Precedente
Rocha;I_Precedente
,;I_Precedente
RTJ;I_Precedente
46/666;I_Precedente
);I_Precedente
.;O
"
";O
"
";O
A;O
Súmula;B_Precedente
279;I_Precedente
é;O
peremptória;O
:;O
Para;O
simples;O
reexame;O
de;O
prova;O
não;O
cabe;O
recurso;O
extraordinário;O
.;O
Não;O
se;O
vislumbraria;O
a;O
existência;O
da;O
questão;O
federal;O
motivadora;O
do;O
recurso;O
extraordinário;O
.;O
O;O
juiz;O
dá;O
a;O
valoração;O
mais;O
conveniente;O
aos;O
elementos;O
probatórios;O
,;O
atendendo;O
aos;O
fatos;O
e;O
circunstâncias;O
constantes;O
dos;O
autos;O
,;O
ainda;O
que;O
não;O
alegados;O
pelas;O
partes;O
.;O
Não;O
se;O
confunda;O
com;O
o;O
critério;O
legal;O
da;O
valorização;O
da;O
prova;O
(;O
RTJ;B_Precedente
37/480;I_Precedente
,;I_Precedente
56/65;I_Precedente
);I_Precedente
(;O
Pestana;B_Doutrinador
de;I_Doutrinador
Aguiar;I_Doutrinador
,;I_Doutrinador
Comentários;I_Doutrinador
ao;I_Doutrinador
Código;I_Doutrinador
de;I_Doutrinador
Processo;I_Doutrinador
Civil;I_Doutrinador
,;I_Doutrinador
2a;I_Doutrinador
ed;I_Doutrinador
.;I_Doutrinador
,;I_Doutrinador
v;I_Doutrinador
.;I_Doutrinador
VI/40;I_Doutrinador
,;I_Doutrinador
Ed;I_Doutrinador
.;I_Doutrinador
"RT;";I_Doutrinador
Castro;B_Doutrinador
Nunes;I_Doutrinador
,;I_Doutrinador
Teoria;I_Doutrinador
e;I_Doutrinador
Prática;I_Doutrinador
do;I_Doutrinador
Poder;I_Doutrinador
Judiciário;I_Doutrinador
,;I_Doutrinador
1943;I_Doutrinador
,;I_Doutrinador
p;I_Doutrinador
.;I_Doutrinador
383;I_Doutrinador
);I_Doutrinador
.;O
V;O
.;O
Súmula;B_Precedente
7;I_Precedente
do;I_Precedente
STJ”;I_Precedente
.;O
(;O
in;O
,;O
Direito;B_Doutrinador
Sumular;I_Doutrinador
,;I_Doutrinador
14ª;I_Doutrinador
ed;I_Doutrinador
.;I_Doutrinador
São;I_Doutrinador
Paulo;I_Doutrinador
,;I_Doutrinador
Malheiros;I_Doutrinador
);I_Doutrinador
.;O
"
";O
"
";O
Ex;O
Positis;O
,;O
NEGO;O
SEGUIMENTO;O
ao;O
agravo;O
de;O
instrumento;O
,;O
com;O
fundamento;O
no;O
artigo;B_Ref. Legislativa
21;I_Ref. Legislativa
,;I_Ref. Legislativa
§;I_Ref. Legislativa
1º;I_Ref. Legislativa
,;I_Ref. Legislativa
do;I_Ref. Legislativa
RISTF;I_Ref. Legislativa
.;I_Ref. Legislativa
"
";O
"
";O
Publique;O
-;O
se;O
.;O
"
";O
"
";O
Brasília;O
,;O
31;O
de;O
agosto;O
de;O
2011;O
.;O
"
";O
"
";O
Ministro;B_Pessoa
Luiz;I_Pessoa
Fux;I_Pessoa
"
";I_Pessoa
"
";O
Relator;O
"
";O
"
";O
Documento;O
assinado;O
digitalmente;O
"
";O
id;O
:;O
20110831_ARE_652454_3761238;O
