Token;Tag
caracterizam;O
difamação;O
ou;O
injúria;O
puníveis;O
criminalmente;O
quando;O
não;O
revelado;O
a;O
quem;O
dirigidos;O
.;O
"
";O
"
";O
3;O
.;O
Admite;O
-;O
se;O
a;O
rejeição;O
de;O
queixa;O
-;O
crime;O
por;O
decisão;O
monocrática;O
inclusive;O
por;O
atipicidade;O
ou;O
ausência;O
de;O
justa;O
causa;O
.;O
RI;B_Ref. Legislativa
/;I_Ref. Legislativa
STF;I_Ref. Legislativa
,;I_Ref. Legislativa
art;I_Ref. Legislativa
.;I_Ref. Legislativa
21;I_Ref. Legislativa
,;I_Ref. Legislativa
§;I_Ref. Legislativa
1º;I_Ref. Legislativa
.;I_Ref. Legislativa
Precedentes;O
.;O
"
";O
"
";O
4;O
.;O
Agravo;O
regimental;O
conhecido;O
e;O
não;O
provido;O
.;O
"
";O
"
";O
ACÓRDÃO;O
"
";O
"
";O
Vistos;O
,;O
relatados;O
e;O
discutidos;O
estes;O
autos;O
,;O
acordam;O
os;O
Ministros;O
do;O
Supremo;O
Tribunal;O
Federal;O
em;O
conhecer;O
do;O
agravo;O
e;O
negar;O
-;O
lhe;O
provimento;O
,;O
nos;O
termos;O
do;O
voto;O
da;O
Relatora;O
e;O
por;O
maioria;O
de;O
votos;O
,;O
vencido;O
o;O
Ministro;B_Pessoa
Marco;I_Pessoa
Aurélio;I_Pessoa
,;I_Pessoa
em;O
sessão;O
virtual;O
da;O
Primeira;O
Turma;O
de;O
30;O
de;O
novembro;O
a;O
06;O
de;O
dezembro;O
de;O
2018;O
,;O
na;O
conformidade;O
da;O
ata;O
do;O
julgamento;O
.;O
"
";O
"
";O
Brasília;O
,;O
07;O
de;O
dezembro;O
de;O
2018;O
.;O
"
";O
"
";O
Ministra;O
Rosa;O
Weber;O
"
";O
"
";O
Relatora;O
07/12/2018;O
PRIMEIRA;O
TURMA;O
"
";O
"
";O
AG;O
.;O
REG;O
.;O
NA;O
PETIÇÃO;O
7.168;O
DISTRITO;O
FEDERAL;O
"
";O
"
";O
RELATORA;O
:;O
MIN;B_Pessoa
.;I_Pessoa
ROSA;I_Pessoa
WEBERAGTE;O
.;O
(;O
S;O
);O
:;O
ELCIONE;B_Pessoa
THEREZINHA;I_Pessoa
ZAHLUTH;I_Pessoa
BARBALHO;I_Pessoa
ADV;O
.;O
(;O
A;O
/;O
S;O
);O
:;O
ANTONIO;B_Pessoa
REIS;I_Pessoa
GRAIM;I_Pessoa
NETO;I_Pessoa
AGDO;O
.;O
(;O
A;O
/;O
S;O
);O
:;O
WLADIMIR;B_Pessoa
AFONSO;I_Pessoa
DA;I_Pessoa
COSTA;I_Pessoa
RABELO;I_Pessoa
PROC;O
.;O
(;O
A;O
/;O
S;O
);O
(;O
ES;O
);O
:;O
DEFENSOR;O
PÚBLICO;O
-;O
GERAL;O
FEDERAL;O
"
";O
"
";O
RELATÓRIO;O
"
";O
"
";O
A;O
Senhora;B_Pessoa
Ministra;I_Pessoa
Rosa;I_Pessoa
Weber;I_Pessoa
-;O
(;O
Relatora;O
);O
:;O
1;O
.;O
Trata;O
-;O
se;O
de;O
agravo;O
regimental;O
interposto;O
por;O
Elcione;B_Pessoa
Therezinha;I_Pessoa
Zahluth;I_Pessoa
Barbalho;I_Pessoa
contra;O
decisão;O
monocrática;O
que;O
rejeitou;O
queixa;O
-;O
crime;O
em;O
desfavor;O
de;O
Wladimir;B_Pessoa
Afonso;I_Pessoa
da;I_Pessoa
Costa;I_Pessoa
Rebelo;I_Pessoa
,;I_Pessoa
pelos;O
crimes;O
dos;O
arts;B_Ref. Legislativa
.;I_Ref. Legislativa
138;I_Ref. Legislativa
(;I_Ref. Legislativa
calúnia;I_Ref. Legislativa
);I_Ref. Legislativa
,;I_Ref. Legislativa
139;I_Ref. Legislativa
(;I_Ref. Legislativa
difamação;I_Ref. Legislativa
);I_Ref. Legislativa
e;I_Ref. Legislativa
140;I_Ref. Legislativa
(;I_Ref. Legislativa
injúria;I_Ref. Legislativa
);I_Ref. Legislativa
,;I_Ref. Legislativa
combinados;O
com;O
a;O
causa;O
de;O
aumento;O
do;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
141;I_Ref. Legislativa
,;I_Ref. Legislativa
III;I_Ref. Legislativa
,;I_Ref. Legislativa
do;I_Ref. Legislativa
Código;I_Ref. Legislativa
Penal;I_Ref. Legislativa
(;O
meio;O
que;O
facilita;O
a;O
divulgação;O
da;O
ofensa;O
);O
.;O
"
";O
"
";O
2;O
.;O
Em;O
24.08.18;O
rejeitei;O
monocraticamente;O
a;O
queixa;O
-;O
crime;O
por;O
entender;O
inexistir;O
justa;O
causa;O
para;O
o;O
exercício;O
da;O
ação;O
penal;O
,;O
conforme;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
395;I_Ref. Legislativa
,;I_Ref. Legislativa
III;I_Ref. Legislativa
,;I_Ref. Legislativa
do;I_Ref. Legislativa
CPP;I_Ref. Legislativa
,;I_Ref. Legislativa
c;O
/;O
c;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
21;I_Ref. Legislativa
§;I_Ref. Legislativa
1º;I_Ref. Legislativa
,;I_Ref. Legislativa
RISTF;I_Ref. Legislativa
.;I_Ref. Legislativa
(;O
fls;O
.;O
163-74;O
);O
"
";O
"
";O
3;O
.;O
Irresignada;O
,;O
a;O
Querelante;O
interpôs;O
o;O
presente;O
recurso;O
requerendo;O
o;O
recebimento;O
e;O
processamento;O
da;O
queixa;O
crime;O
(;O
fls;O
.;O
179-82;O
);O
.;O
Em;O
resumo;O
,;O
afirmou;O
que;O
a;O
peça;O
inicial;O
preenche;O
os;O
requisitos;O
legais;O
a;O
autorizar;O
seu;O
processamento;O
.;O
"
";O
"
";O
4;O
.;O
Por;O
possuir;O
efeito;O
infringente;O
,;O
intimou;O
-;O
se;O
a;O
parte;O
agravada;O
para;O
se;O
manifestar;O
sobre;O
o;O
recurso;O
.;O
O;O
querelado;O
manifestou;O
-;O
se;O
no;O
sentido;O
da;O
denegação;O
do;O
recurso;O
,;O
com;O
a;O
manutenção;O
da;O
decisão;O
combatida;O
(;O
fls;O
.;O
186;O
/;O
v;O
);O
.;O
"
";O
"
";O
5;O
.;O
O;O
parecer;O
da;O
Procuradoria;O
-;O
Geral;O
da;O
República;O
,;O
da;O
lavra;O
do;O
Subprocurador;O
-;O
Geral;O
da;O
República;O
Luciano;B_Pessoa
Mariz;I_Pessoa
Maia;I_Pessoa
é;O
igualmente;O
pelo;O
desprovimento;O
do;O
agravo;O
regimental;O
com;O
a;O
manutenção;O
da;O
decisão;O
agravada;O
(;O
fls;O
.;O
191-5;O
);O
.;O
07/12/2018;O
PRIMEIRA;O
TURMA;O
"
";O
"
";O
AG;O
.;O
REG;O
.;O
NA;O
PETIÇÃO;O
7.168;O
DISTRITO;O
FEDERAL;O
"
";O
"
";O
VOTO;O
"
";O
"
";O
A;O
Senhora;B_Pessoa
Ministra;I_Pessoa
Rosa;I_Pessoa
Weber;I_Pessoa
-;O
(;O
Relatora;O
);O
:;O
Cuida;O
-;O
se;O
de;O
agravo;O
regimental;O
que;O
,;O
em;O
síntese;O
,;O
pretende;O
rever;O
decisão;O
monocrática;O
da;O
minha;O
lavra;O
,;O
que;O
rejeitou;O
in;O
limine;O
queixa;O
crime;O
sob;O
os;O
seguintes;O
fundamentos;O
:;O
(;O
.;O
.;O
.;O
);O
narra;O
a;O
inicial;O
,;O
em;O
síntese;O
,;O
que;O
o;O
querelado;O
,;O
em;O
entrevista;O
à;O
Radio;O
Jovem;O
FM;O
de;O
Benevides;O
,;O
no;O
dia;O
23.12.2016;O
,;O
em;O
atuação;O
que;O
extrapola;O
os;O
limites;O
da;O
prerrogativa;O
funcional;O
de;O
Deputado;O
Federal;O
de;O
que;O
detentor;O
,;O
imputou;O
à;O
querelante;O
fatos;O
que;O
atingem;O
sua;O
honra;O
objetiva;O
e;O
subjetiva;O
,;O
incorrendo;O
na;O
prática;O
dos;O
crimes;O
de;O
calúnia;O
,;O
difamação;O
e;O
injúria;O
,;O
tal;O
como;O
previstos;O
nos;O
arts;B_Ref. Legislativa
.;I_Ref. Legislativa
138;I_Ref. Legislativa
,;I_Ref. Legislativa
139;I_Ref. Legislativa
e;I_Ref. Legislativa
140;I_Ref. Legislativa
do;I_Ref. Legislativa
Código;I_Ref. Legislativa
Penal;I_Ref. Legislativa
,;I_Ref. Legislativa
c;O
/;O
c;O
o;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
141;I_Ref. Legislativa
,;I_Ref. Legislativa
III;I_Ref. Legislativa
,;I_Ref. Legislativa
do;O
mesmo;O
diploma;O
.;O
"
";O
"
";O
Este;O
o;O
teor;O
da;O
entrevista;O
,;O
como;O
apresentada;O
,;O
na;O
fração;O
de;O
interesse;O
:;O
"
";O
"
";O
Wladimir;B_Pessoa
Costa;I_Pessoa
:;I_Pessoa
A;O
família;O
Barbalho;O
no;O
Estado;O
do;O
Pará;O
incluindo;O
Elcione;B_Pessoa
Barbalho;I_Pessoa
,;I_Pessoa
Helder;B_Pessoa
Barbalho;I_Pessoa
,;I_Pessoa
Jader;B_Pessoa
Barbalho;I_Pessoa
(;O
vulgo;O
Barbalhão;O
);O
,;O
e;O
Jader;B_Pessoa
Barbalho;I_Pessoa
Filho;I_Pessoa
,;I_Pessoa
eu;O
falo;O
pra;O
eles;O
que;O
eles;O
simbolizam;O
a;O
maior;O
organização;O
criminosa;O
do;O
país;O
.;O
"
";O
"
";O
Barbalho;O
hoje;O
senhoras;O
e;O
senhores;O
,;O
todos;O
sabem;O
,;O
é;O
sinônimo;O
de;O
quê?;O
É;O
sinônimo;O
de;O
roubo;O
.;O
Barbalho;O
é;O
sinônimo;O
de;O
enriquecimento;O
ilícito;O
,;O
de;O
assalto;O
.;O
Barbalho;O
é;O
sinônimo;O
de;O
safadeza;O
.;O
Barbalho;O
não;O
é;O
sobrenome;O
.;O
Barbalho;O
é;O
por;O
-;O
no;O
-;O
gra;O
-;O
fia;O
.;O
"
";O
"
";O
Eles;O
são;O
as;O
famílias;O
mais;O
ricas;O
do;O
Brasil;O
.;O
Da;O
onde;O
veio;O
isso;O
se;O
nunca;O
trabalharam?;O
Nunca;O
trabalharam;O
como;O
você;O
,;O
como;O
um;O
gari;O
.;O
Nunca;O
trabalhou;O
como;O
um;O
educador;O
.;O
Se;O
eles;O
nunca;O
exerceram;O
uma;O
profissão;O
a;O
não;O
ser;O
a;O
profissão;O
política;O
.;O
E;O
profissão;O
.;O
.;O
.;O
E;O
política;O
não;O
é;O
profissão;O
,;O
é;O
uma;O
função;O
.;O
E;O
da;O
onde;O
veio;O
todo;O
esse;O
patrimônio?;O
Esse;O
patrimônio;O
veio;O
do;O
roubo;O
,;O
veio;O
da;O
miséria;O
alheia;O
de;O
Documento;O
assinado;O
digitalmente;O
conforme;O
MP;B_Ref. Legislativa
n°;I_Ref. Legislativa
2.200-2/2001;I_Ref. Legislativa
de;O
24/08/2001;O
.;O
O;O
documento;O
pode;O
ser;O
acessado;O
pelo;O
endereçohttp;O
:;O
/;O
/;O
www;O
.;O
stf;O
.;O
jus;O
.;O
br;O
/;O
portal;O
/;O
autenticacao;O
/;O
autenticarDocumento;O
.;O
asp;O
sob;O
o;O
código;O
79CE;O
-;O
B1C4-02DA-838A;O
e;O
senha;O
AC95;O
-;O
D98A;O
-;O
A3CE-55F8;O
milhares;O
de;O
crianças;O
que;O
estão;O
na;O
prostituição;O
,;O
de;O
pessoas;O
que;O
morreram;O
e;O
estão;O
morrendo;O
no;O
hospital;O
,;O
a;O
custa;O
da;O
desgraça;O
,;O
e;O
da;O
miséria;O
,;O
e;O
do;O
sofrimento;O
do;O
povo;O
do;O
estado;O
do;O
Pará;O
.;O
"
";O
"
";O
A;O
Elcione;O
tem;O
vários;O
processos;O
.;O
O;O
Helder;B_Pessoa
Barbalho;I_Pessoa
já;O
é;O
um;O
multiprocessado;O
.;O
Só;O
que;O
eles;O
são;O
covardes;O
.;O
Eles;O
só;O
sabem;O
atacar;O
as;O
pessoas;O
e;O
,;O
principalmente;O
,;O
os;O
alvos;O
principais;O
são;O
pessoas;O
honestas;O
e;O
pessoas;O
dignas;O
.;O
Pessoas;O
que;O
eles;O
considerem;O
risco;O
para;O
suas;O
carreiras;O
politicas;O
,;O
porque;O
eles;O
só;O
sabem;O
fazer;O
política;O
.;O
Eles;O
não;O
sabem;O
fazer;O
nada;O
além;O
disso;O
.;O
"
";O
"
";O
Mas;O
de;O
Barbalho;O
eu;O
não;O
tenho;O
medo;O
,;O
não;O
.;O
Já;O
fizeram;O
pior;O
.;O
Já;O
pegaram;O
uma;O
mulher;O
negra;O
.;O
Inclusive;O
minha;O
mãe;O
foi;O
discriminada;O
racialmente;O
pela;O
sua;O
cor;O
,;O
porque;O
eu;O
tenho;O
orgulho;O
.;O
A;O
minha;O
mãe;O
é;O
100%;O
negra;O
.;O
Ela;O
foi;O
discriminada;O
.;O
Uma;O
mulher;O
de;O
72;O
anos;O
de;O
idade;O
.;O
Vocês;O
bateram;O
demais;O
na;O
minha;O
mãe;O
.;O
O;O
meu;O
filho;O
,;O
que;O
nem;O
era;O
maior;O
de;O
idade;O
,;O
vocês;O
feriram;O
a;O
lei;O
.;O
Mas;O
mesmo;O
assim;O
não;O
entrei;O
contra;O
processo;O
.;O
Vocês;O
bateram;O
no;O
meu;O
filho;O
.;O
Vocês;O
bateram;O
nos;O
meus;O
irmãos;O
.;O
A;O
mais;O
de;O
uma;O
décadas;O
vocês;O
tentam;O
me;O
difamar;O
.;O
Difamar;O
a;O
minha;O
família;O
,;O
tal;O
qual;O
vocês;O
fazem;O
com;O
a;O
do;O
Jatene;O
.;O
Conforme;O
destacado;O
no;O
parecer;O
do;O
Ministério;O
Público;O
Federal;O
,;O
da;O
lavra;O
do;O
Vice;O
-;O
Procurador;O
-;O
Geral;O
da;O
República;O
,;O
Dr;B_Pessoa
Luciano;I_Pessoa
Mariz;I_Pessoa
Maia;I_Pessoa
(;O
fls;O
.;O
155-61;O
);O
,;O
o;O
delito;O
de;O
calúnia;O
,;O
na;O
espécie;O
,;O
carece;O
de;O
narrativa;O
específica;O
de;O
fatos;O
criminosos;O
,;O
consabido;O
que;O
a;O
jurisprudência;O
deste;O
Supremo;O
Tribunal;O
Federal;O
é;O
firme;O
no;O
sentido;O
de;O
que;O
os;O
crimes;O
de;O
calúnia;O
e;O
difamação;O
exigem;O
afirmativa;O
específica;O
de;O
fato;O
determinado;O
(;O
INQ;B_Precedente
1937;I_Precedente
-;I_Precedente
DF;I_Precedente
,;I_Precedente
Rel;I_Precedente
.;I_Precedente
Min;I_Precedente
.;I_Precedente
Joaquim;I_Precedente
Barbosa;I_Precedente
,;I_Precedente
DJe;I_Precedente
27.02.2004;I_Precedente
);I_Precedente
.;O
"
";O
"
";O
Na;O
mesma;O
linha;O
,;O
a;O
doutrina;O
leciona;O
sobre;O
o;O
crime;O
de;O
calúnia;O
que;O
a;O
imputação;O
deve;O
referir;O
-;O
se;O
a;O
fato;O
determinado;O
,;O
sendo;O
insuficiente;O
afirmar;O
que;O
,;O
por;O
exemplo;O
,;O
a;O
vítima;O
furtou;O
,;O
é;O
indispensável;O
individualizar;O
as;O
circunstâncias;O
identificadoras;O
do;O
fato;O
.;O
"
";O
"
";O
Quanto;O
ao;O
crime;O
de;O
difamação;O
,;O
consiste;O
em;O
atribuir;O
fato;O
ofensivo;O
à;O
reputação;O
do;O
imputado;O
acontecimento;O
concreto;O
e;O
não;O
conceito;O
ou;O
opinião;O
,;O
por;O
mais;O
gravosa;O
ou;O
aviltante;O
que;O
possam;O
ser;O
.;O
"
";O
"
";O
Embora;O
a;O
queixa;O
-;O
crime;O
não;O
apresente;O
de;O
forma;O
discriminada;O
quais;O
os;O
dizeres;O
do;O
querelado;O
poderiam;O
ser;O
classificados;O
como;O
calúnia;O
,;O
difamação;O
,;O
ou;O
injúria;O
,;O
percebe;O
-;O
se;O
pelo;O
teor;O
da;O
degravação;O
oferecida;O
que;O
os;O
fatos;O
apresentados;O
são;O
genéricos;O
e;O
exprimem;O
conceitos;O
do;O
próprio;O
narrador;O
sobre;O
a;O
família;O
Barbalho;O
.;O
"
";O
"
";O
Não;O
há;O
qualquer;O
narrativa;O
específica;O
do;O
querelado;O
em;O
relação;O
à;O
querelada;O
senão;O
à;O
família;O
Barbalho;O
,;O
com;O
exceção;O
da;O
expressão;O
a;O
Elcione;O
tem;O
vários;O
processos;O
.;O
"
";O
"
";O
Nesse;O
aspecto;O
,;O
mais;O
uma;O
vez;O
se;O
há;O
de;O
endossar;O
o;O
parecer;O
ministerial;O
,;O
pois;O
tais;O
dizeres;O
por;O
si;O
só;O
não;O
caracterizam;O
fatos;O
ofensivos;O
à;O
honra;O
de;O
quem;O
quer;O
que;O
seja;O
e;O
podem;O
ser;O
confirmados;O
por;O
consultas;O
específicas;O
,;O
afastando;O
,;O
no;O
ponto;O
,;O
o;O
necessário;O
animus;O
diffamandi;O
.;O
"
";O
"
";O
Necessário;O
registrar;O
que;O
a;O
presente;O
ação;O
privada;O
repete;O
os;O
termos;O
de;O
outras;O
em;O
que;O
membros;O
da;O
família;O
Barbalho;O
imputaram;O
ao;O
querelado;O
os;O
mesmos;O
crimes;O
(;O
PETs;B_Precedente
7107;I_Precedente
,;I_Precedente
7111;I_Precedente
,;I_Precedente
7164;I_Precedente
e;I_Precedente
7167;I_Precedente
);I_Precedente
.;O
"
";O
"
";O
Consoante;O
já;O
consignado;O
anteriormente;O
,;O
em;O
decisões;O
nas;O
PETs;B_Precedente
7107;I_Precedente
e;I_Precedente
7167;I_Precedente
,;I_Precedente
a;O
querelante;O
pertence;O
a;O
uma;O
família;O
tradicional;O
na;O
política;O
do;O
Estado;O
do;O
Pará;O
e;O
também;O
exerce;O
o;O
cargo;O
de;O
Deputada;O
Federal;O
,;O
como;O
o;O
querelado;O
,;O
integrando;O
,;O
contudo;O
,;O
grupos;O
políticos;O
rivais;O
.;O
Novamente;O
registro;O
que;O
a;O
animosidade;O
e;O
litigiosidade;O
entre;O
as;O
partes;O
restam;O
evidenciadas;O
pelas;O
diversas;O
ações;O
penais;O
mútuas;O
,;O
envolvendo;O
elas;O
próprias;O
e;O
seus;O
familiares;O
.;O
Apenas;O
para;O
ilustrar;O
:;O
o;O
querelado;O
apresentou;O
as;O
seguintes;O
representações;O
e;O
ações;O
em;O
relação;O
ao;O
querelante;O
e;O
seus;O
familiares;O
os;O
INQs;B_Precedente
4.034;I_Precedente
e;I_Precedente
4189;I_Precedente
e;O
as;O
PETs;B_Precedente
5558;I_Precedente
,;I_Precedente
5629;I_Precedente
e;I_Precedente
5639;I_Precedente
.;I_Precedente
Já;O
a;O
querelante;O
e;O
seus;O
familiares;O
apresentaram;O
em;O
relação;O
ao;O
querelado;O
as;O
PETs;B_Precedente
7107;I_Precedente
,;I_Precedente
7111;I_Precedente
,;I_Precedente
7164;I_Precedente
,;I_Precedente
7167;I_Precedente
e;I_Precedente
7168;I_Precedente
.;I_Precedente
"
";O
"
";O
Neste;O
caso;O
,;O
porém;O
,;O
entendo;O
sequer;O
necessária;O
a;O
aplicação;O
do;O
manto;O
protetor;O
da;O
imunidade;O
material;O
,;O
porquanto;O
,;O
como;O
enfatizado;O
anteriormente;O
,;O
não;O
restaram;O
demonstrados;O
,;O
em;O
relação;O
à;O
querelante;O
,;O
fatos;O
determinados;O
dirigidos;O
à;O
sua;O
pessoa;O
que;O
lhe;O
pudessem;O
ofender;O
a;O
honra;O
.;O
"
";O
"
";O
Nos;O
dizeres;O
da;O
doutrina;O
:;O
"
";O
"
";O
Para;O
que;O
se;O
configure;O
a;O
difamação;O
deve;O
existir;O
uma;O
imputação;O
de;O
fatos;O
determinados;O
,;O
sejam;O
eles;O
falsos;O
ou;O
verdadeiros;O
,;O
à;O
pessoa;O
determinada;O
ou;O
mesmo;O
a;O
pessoas;O
também;O
determinadas;O
,;O
que;O
tenha;O
por;O
finalidade;O
macular;O
a;O
sua;O
reputação;O
,;O
vale;O
dizer;O
,;O
sua;O
honra;O
objetiva;O
(;O
GRECO;B_Doutrinador
,;I_Doutrinador
Rogério;I_Doutrinador
.;I_Doutrinador
Código;I_Doutrinador
Penal;I_Doutrinador
Comentado;I_Doutrinador
.;I_Doutrinador
Editora;I_Doutrinador
Impetus;I_Doutrinador
,;I_Doutrinador
10;I_Doutrinador
ª;I_Doutrinador
Ed;I_Doutrinador
,;I_Doutrinador
p;I_Doutrinador
.;I_Doutrinador
428;I_Doutrinador
);I_Doutrinador
.;O
Por;O
fim;O
,;O
em;O
relação;O
à;O
possível;O
injúria;O
sofrida;O
,;O
a;O
jurisprudência;O
desta;O
Corte;O
consolidou;O
-;O
se;O
no;O
sentido;O
de;O
que;O
para;O
a;O
incidência;O
dos;O
tipos;O
penais;O
referentes;O
à;O
calúnia;O
,;O
à;O
difamação;O
e;O
à;O
injúria;O
,;O
o;O
mero;O
animus;O
narrandi;O
não;O
configura;O
o;O
dolo;O
imprescindível;O
à;O
configuração;O
de;O
tais;O
delitos;O
(;O
RHC;B_Precedente
81.750;I_Precedente
/;I_Precedente
SP;I_Precedente
,;I_Precedente
Rel;I_Precedente
.;I_Precedente
Min;I_Precedente
.;I_Precedente
Celso;I_Precedente
de;I_Precedente
Mello;I_Precedente
,;I_Precedente
Segunda;I_Precedente
Turma;I_Precedente
,;I_Precedente
DJe;I_Precedente
de;I_Precedente
09-08-2007;I_Precedente
);I_Precedente
.;O
"
";O
"
";O
A;O
mesma;O
razão;O
de;O
decidir;O
deve;O
ser;O
aplicada;O
ao;O
presente;O
caso;O
,;O
uma;O
vez;O
que;O
não;O
se;O
diferencia;O
de;O
forma;O
substancial;O
do;O
citado;O
julgado;O
.;O
"
";O
"
";O
Ante;O
o;O
exposto;O
,;O
nego;O
seguimento;O
à;O
queixa;O
-;O
crime;O
,;O
com;O
fundamento;O
no;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
395;I_Ref. Legislativa
,;I_Ref. Legislativa
III;I_Ref. Legislativa
,;I_Ref. Legislativa
do;I_Ref. Legislativa
CPP;I_Ref. Legislativa
,;I_Ref. Legislativa
c;O
/;O
c;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
21;I_Ref. Legislativa
,;I_Ref. Legislativa
§;I_Ref. Legislativa
1º;I_Ref. Legislativa
,;I_Ref. Legislativa
RISTF;I_Ref. Legislativa
.;I_Ref. Legislativa
"
";O
"
";O
A;O
Agravante;O
insiste;O
na;O
viabilidade;O
da;O
queixa;O
-;O
crime;O
à;O
afirmação;O
de;O
que;O
preenchidos;O
os;O
requisitos;O
exigidos;O
na;O
lei;O
penal;O
e;O
processual;O
penal;O
.;O
Ressalta;O
,;O
no;O
que;O
tange;O
ao;O
crime;O
de;O
difamação;O
,;O
que;O
a;O
narrativa;O
fática;O
da;O
peça;O
acusatória;O
especifica;O
o;O
fato;O
criminoso;O
falsamente;O
imputado;O
.;O
Aduz;O
ainda;O
“não;O
há;O
como;O
exigir;O
da;O
querelante;O
que;O
especifique;O
ainda;O
mais;O
fatos;O
determinados;O
quando;O
se;O
trata;O
de;O
acusação;O
de;O
calúnia;O
que;O
diz;O
respeito;O
a;O
crime;O
formal;O
,;O
pois;O
quando;O
o;O
Querelado;O
afirma;O
que;O
a;O
Querelante;O
simboliza;O
a;O
maior;O
organização;O
criminosa;O
do;O
país;O
ele;O
já;O
se;O
adequa;O
perfeitamente;O
a;O
imputação;O
prevista;O
no;O
crime;O
de;O
organização;O
criminosa;O
.;O
”;O
"
";O
"
";O
Da;O
mesma;O
forma;O
,;O
em;O
relação;O
aos;O
crimes;O
de;O
difamação;O
e;O
injúria;O
,;O
argumenta;O
que;O
houve;O
descrição;O
adequada;O
das;O
condutas;O
criminosas;O
.;O
"
";O
"
";O
Nada;O
colhe;O
o;O
agravo;O
.;O
"
";O
"
";O
Apesar;O
da;O
argumentação;O
da;O
ora;O
Agravante;O
,;O
conforme;O
esclarecido;O
na;O
decisão;O
monocrática;O
guerreada;O
,;O
a;O
imputação;O
caluniosa;O
,;O
nos;O
termos;O
da;O
lei;O
,;O
deve;O
ser;O
precisa;O
.;O
Afirmar;O
que;O
o;O
Querelado;O
teria;O
dito;O
que;O
“a;O
família;O
Barbalho;O
simboliza;O
a;O
maior;O
organização;O
criminosa;O
do;O
país”;O
não;O
é;O
conduta;O
que;O
guarde;O
adequação;O
às;O
exigências;O
do;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
138;I_Ref. Legislativa
do;I_Ref. Legislativa
Código;I_Ref. Legislativa
Penal;I_Ref. Legislativa
(;O
“Caluniar;O
alguém;O
,;O
imputando;O
-;O
lhe;O
falsamente;O
fato;O
definido;O
como;O
crime”;O
);O
.;O
"
";O
"
";O
O;O
tipo;O
penal;O
em;O
questão;O
(;O
“caluniar;O
alguém;O
,;O
imputando;O
-;O
lhe;O
falsamente;O
fato;O
definido;O
como;O
crime;O
);O
exige;O
que;O
a;O
imputação;O
caluniosa;O
seja;O
dirigida;O
a;O
pessoa;O
determinada;O
e;O
não;O
família;O
ou;O
grupo;O
.;O
Ademais;O
,;O
o;O
vocábulo;O
“simbolizar”;O
não;O
corresponde;O
aos;O
núcleos;O
do;O
tipo;O
“promover;O
,;O
constituir;O
,;O
financiar;O
ou;O
integrar”;O
organização;O
criminosa;O
(;O
